variant_id,family,hypothesis,config_hash,rc,status,ok,net_profit,drawdown,total_orders,sharpe,trades_csv,orders_csv,exit_events_csv,artifact_error,error,run_dir,result_path
giveback_tight_no_bull,exit_target,Tight giveback without requiring the daily structure to remain bullish.,72db4180bb7d,0,Completed,True,10.960%,17.600%,257,0.569,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/giveback_tight_no_bull/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/giveback_tight_no_bull/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/giveback_tight_no_bull/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/giveback_tight_no_bull/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/giveback_tight_no_bull/fy2025_full/backtests/2026-06-08_02-49-11/1299948632.json
minpeak_low_03,exit_target,Treat smaller MFE peaks as actionable for giveback exits.,cc9a18132dac,0,Completed,True,10.012%,17.100%,478,0.523,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/minpeak_low_03/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/minpeak_low_03/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/minpeak_low_03/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/minpeak_low_03/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/minpeak_low_03/fy2025_full/backtests/2026-06-08_02-49-48/1411707706.json
scratch_1d_low_mfe,scratch_grid,One-day low-MFE scratch: aggressive stale-trade removal.,da404780c74a,0,Completed,True,6.950%,18.100%,1755,0.35,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_1d_low_mfe/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_1d_low_mfe/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_1d_low_mfe/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_1d_low_mfe/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_1d_low_mfe/fy2025_full/backtests/2026-06-08_02-59-40/1128377082.json
scratch_2d_low_mfe,scratch_grid,"Two-day low-MFE scratch: less harsh than same-day, still early.",19931b9592b0,0,Completed,True,4.440%,18.400%,2045,0.221,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_2d_low_mfe/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_2d_low_mfe/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_2d_low_mfe/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_2d_low_mfe/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_2d_low_mfe/fy2025_full/backtests/2026-06-08_03-00-41/1367444597.json
scratch_5d_wide_band,scratch_grid,Five-day scratch with wider round-trip-to-flat band.,b23f3673c9c8,0,Completed,True,5.936%,18.100%,1916,0.301,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_5d_wide_band/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_5d_wide_band/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_5d_wide_band/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_5d_wide_band/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_5d_wide_band/fy2025_full/backtests/2026-06-08_03-01-20/1398398151.json
scratch_7d_patient,scratch_grid,Very patient scratch: preserve slower-developing winners.,8448067058f3,0,Completed,True,5.080%,18.400%,1696,0.252,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_7d_patient/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_7d_patient/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_7d_patient/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_7d_patient/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_7d_patient/fy2025_full/backtests/2026-06-08_03-11-13/1371523295.json
scratch_losscap_03,scratch_grid,Loose post-MFE loss cap tests whether exits were premature.,e02c4cd96296,0,Completed,True,5.650%,18.300%,2204,0.279,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_losscap_03/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_losscap_03/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_losscap_03/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_losscap_03/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_losscap_03/fy2025_full/backtests/2026-06-08_03-11-53/1659920354.json
scratch_roundtrip_wide_01,scratch_grid,Wide flat band catches more round trips after initial MFE.,0515144b478c,0,Completed,True,4.358%,18.300%,2391,0.217,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_roundtrip_wide_01/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_roundtrip_wide_01/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_roundtrip_wide_01/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_roundtrip_wide_01/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/scratch_roundtrip_wide_01/fy2025_full/backtests/2026-06-08_03-12-44/1809585713.json
entry_near_010,entry_trigger,Tighter proximity trigger: fewer but cleaner intraday fires.,c84d004cff03,0,Completed,True,4.624%,17.800%,1613,0.234,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/entry_near_010/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/entry_near_010/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/entry_near_010/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/entry_near_010/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/entry_near_010/fy2025_full/backtests/2026-06-08_03-22-47/1261463562.json
entry_near_020,entry_trigger,Wider proximity trigger: test whether scanner is good but entry waits too long.,1cf4c5171114,0,Completed,True,5.329%,18.900%,2055,0.263,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/entry_near_020/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/entry_near_020/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/entry_near_020/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/entry_near_020/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/entry_near_020/fy2025_full/backtests/2026-06-08_03-23-23/1376995346.json
entry_near_025,entry_trigger,Very wide proximity trigger: intentionally permissive entry timing.,0cd0ef840218,0,Completed,True,7.588%,18.500%,2215,0.367,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/entry_near_025/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/entry_near_025/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/entry_near_025/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/entry_near_025/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/entry_near_025/fy2025_full/backtests/2026-06-08_03-24-23/1845858448.json
buy_stop_flat,entry_trigger,Breakout-through-zone trigger with no extra breakout offset.,9313f37b4ecb,0,Completed,True,6.838%,17.200%,1483,0.343,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/buy_stop_flat/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/buy_stop_flat/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/buy_stop_flat/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/buy_stop_flat/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/buy_stop_flat/fy2025_full/backtests/2026-06-08_03-34-21/1140030299.json
buy_stop_005,entry_trigger,Breakout trigger requiring +0.5% through the armed zone.,05174f516370,0,Completed,True,8.058%,15.900%,1291,0.415,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/buy_stop_005/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/buy_stop_005/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/buy_stop_005/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/buy_stop_005/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/buy_stop_005/fy2025_full/backtests/2026-06-08_03-35-00/1401319622.json
buy_stop_010,entry_trigger,Breakout trigger requiring +1.0% through the armed zone.,69e82c74c637,0,Completed,True,7.099%,15.800%,1084,0.371,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/buy_stop_010/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/buy_stop_010/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/buy_stop_010/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/buy_stop_010/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/buy_stop_010/fy2025_full/backtests/2026-06-08_03-35-46/1605486131.json
pos_03_atr_075,risk_stack,Smaller flat sizing with looser ATR stop cushion.,cdbb2c661893,0,Completed,True,5.616%,13.700%,1870,0.338,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/pos_03_atr_075/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/pos_03_atr_075/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/pos_03_atr_075/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/pos_03_atr_075/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/pos_03_atr_075/fy2025_full/backtests/2026-06-08_03-46-05/1229474906.json
pos_05_atr_050,risk_stack,Larger flat sizing at the baseline stop.,ecf8cd048494,0,Completed,True,5.548%,22.200%,1822,0.257,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/pos_05_atr_050/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/pos_05_atr_050/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/pos_05_atr_050/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/pos_05_atr_050/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/pos_05_atr_050/fy2025_full/backtests/2026-06-08_03-46-55/1537963482.json
volrisk_075,risk_stack,"Vol-adjusted risk sizing, conservative risk budget.",1b119192252e,0,Completed,True,10.087%,26.800%,1870,0.393,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/volrisk_075/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/volrisk_075/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/volrisk_075/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/volrisk_075/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/volrisk_075/fy2025_full/backtests/2026-06-08_03-47-41/1451733018.json
volrisk_125,risk_stack,"Vol-adjusted risk sizing, less conservative risk budget.",b9563234803f,0,Completed,True,11.897%,34.900%,1870,0.404,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/volrisk_125/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/volrisk_125/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/volrisk_125/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/volrisk_125/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/volrisk_125/fy2025_full/backtests/2026-06-08_03-57-33/1866612861.json
resistance_loose_010,risk_stack,Looser resistance filter: allow entries closer to 52-week highs.,55faa95d334d,0,Completed,True,5.996%,18.300%,1870,0.299,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/resistance_loose_010/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/resistance_loose_010/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/resistance_loose_010/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/resistance_loose_010/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/resistance_loose_010/fy2025_full/backtests/2026-06-08_03-58-35/1826003905.json
breadth_050_strict,risk_stack,Stricter breadth gate: fewer entries in weaker market regimes.,10161708268a,0,Completed,True,5.996%,18.300%,1870,0.299,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/breadth_050_strict/fy2025_full/trades.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/breadth_050_strict/fy2025_full/orders.csv,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/breadth_050_strict/fy2025_full/exit_events.csv,,,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/breadth_050_strict/fy2025_full,/Users/falk/projects/kumo-qc-george-range-sweep/sweeps/runs/george_range_30/breadth_050_strict/fy2025_full/backtests/2026-06-08_03-59-25/1562039240.json
